Title,Year,Duration,MPA,IMBD_Rating,Votes,méta_score,description,Movie Link,writers,director,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
217. Satan's Children,1975,1h 27m,Not Rated,4.4,661,,"Runaway teen Bobby is given shelter by a cult of Satanists, but his presence and questionable sexuality leads to conflicts within Satan's Children.",https://www.imdb.com/title/tt0128451/?ref_=sr_i_217,"['Stephen White', 'Eldon Mecham', 'Joyce Molloy']",Joe Wiezycki,"['Stephen White', 'Eldon Mecham', 'Joyce Molloy', 'Kathleen Marie Archer', 'Rosemary Orlando', 'Bob Barbour', 'Robert C. Ray II', 'John Edwards', 'Harry Williams', 'Mike Yeager']","$25,000 (estimated)",,,,"June 1, 1975",['United States'],"Gibsonton, Florida, USA",['Florida International Pictures'],,['Horror'],['English']
218. The Fortune,1975,1h 28m,PG,5.7,3.3K,58.0,"Two bumbling hustlers in the 1920s attempt to gain the fortune of an heiress. Nothing will stop them, not even murder.",https://www.imdb.com/title/tt0073008/?ref_=sr_i_218,"['Stockard Channing', 'Jack Nicholson', 'Warren Beatty']",Mike Nichols,"['Stockard Channing', 'Jack Nicholson', 'Warren Beatty', 'Florence Stanley', 'Richard B. Shull', 'Tom Newman', 'John Fiedler', 'Scatman Crothers', 'Ian Wolfe', 'Rose Michtom']","$3,500,000 (estimated)",,,,"October 16, 1975",['United States'],"Albuquerque, New Mexico, USA",['A Mike Nichols Production'],1 nomination total,"['Dark Comedy', 'Slapstick', 'Comedy', 'Crime', 'Romance']","['English', 'French']"
219. Loaded Guns,1975,1h 36m,PG,4.8,520,,"An air hostess gets involved in Naples, against her will, in the in-fighting amongst rival gangs.",https://www.imdb.com/title/tt0071344/?ref_=sr_i_219,"[""Enzo Dell'Aquila"", 'Fernando Di Leo']",Fernando Di Leo,"['Ursula Andress', 'Woody Strode', 'Marc Porel', 'Isabella Biagini', 'Lino Banfi', 'Aldo Giuffrè', 'Maurizio Arena', 'Rosario Borelli', 'Carla Brait', 'Renato Baldini']",,,,,"January 24, 1975",['Italy'],"Naples, Campania, Italy",['Cineproduzioni Daunia 70'],,"['Action', 'Comedy', 'Crime']",['Italian']
220. If You Don't Stop It... You'll Go Blind!!!,1975,1h 20m,R,4.6,437,,A collection of skits about sex jokes.,https://www.imdb.com/title/tt0144246/?ref_=sr_i_220,"['Mike Callie', 'I. Robert Levy', 'Mike Price']",Keefe Brasselle,"['George Spencer', 'Patrick Wright', 'Jane Kellem', 'Garth Pillsbury', 'Herb Graham', 'Richard Stuart', 'Alan Sinclair', 'Lew Horn', 'Albert Lord', 'Jackie McCall']",,,,,February 1975,['United States'],"Providence Saint Joseph Medical Center, Burbank, California, USA",['Dauntless Productions'],,"['Parody', 'Sketch Comedy', 'Comedy']",['English']
221. Cookies,1975,1h 45m,R,6.6,1.1K,,"Henri is a middle-aged travelling umbrella salesman from Saumur. One night on the roads of Brittany he hits a boar with his car. He meets Émile, a rude and carefree painter who lives in a cottage near Riec-sur-Belon.",https://www.imdb.com/title/tt0187044/?ref_=sr_i_221,"['Jean-Pierre Marielle', 'Claude Piéplu', 'Jeanne Goupil']",Joël Séria,"['Jean-Pierre Marielle', 'Claude Piéplu', 'Jeanne Goupil', 'Dolores McDonough', 'Romain Bouteille', 'Andréa Ferréol', 'Bernard Fresson', 'Martine Ferrière', 'Gisèle Grimm', 'Louison Roblin']",,,,,"January 23, 1977",['France'],"Névez, Finistère, France","['Coquelicot Films', 'Orphée Arts', 'Orphée Films']",2 nominations total,"['Comedy', 'Drama']",['French']
222. Wolf Guy,1975,1h 26m,Not Rated,6.3,1.2K,,A man with a special power attempts to help a cursed woman.,https://www.imdb.com/title/tt0202114/?ref_=sr_i_222,"[""Shin'ichi Chiba"", 'Kyôsuke Machida', 'Yuriko Azuma']",Kazuhiko Yamaguchi,"[""Shin'ichi Chiba"", 'Kyôsuke Machida', 'Yuriko Azuma', 'Saburô Date', 'Kôji Fujiyama', 'Tooru Hanada', 'Takeshige Hatanaka', 'Ryuji Hayami', 'Jiro Ibuki', 'Keiko Itô']",,,,,"April 5, 1975",['Japan'],,['Toei Tokyo'],,"['Action', 'Horror']",['Japanese']
223. The Premonition,1975,1h 34m,PG,5.3,1.1K,,A foster mother begins experiencing psychic visions after the psychotic biological mother of her foster daughter begins stalking them.,https://www.imdb.com/title/tt0075097/?ref_=sr_i_223,"['Sharon Farrell', 'Edward Michael Bell', 'Jeff Corey']",Robert Allen Schnitzer,"['Sharon Farrell', 'Edward Michael Bell', 'Jeff Corey', 'Chitra Neogy', 'Richard Lynch', 'Ellen Barber', 'Danielle Brisebois', 'Rosemary McNamara', 'Roy White', 'Margaret Graham']",,,,,"February 11, 1978",['United States'],"Mississippi, USA",['Movicorp Media'],1 nomination total,"['Horror', 'Thriller']",['English']
224. The Night Caller,1975,1h 31m,R,6.9,4.5K,,"Commissaire Letellier and Inspector Moissac are tracking Minos, a serial killer whose victims are women.",https://www.imdb.com/title/tt0073535/?ref_=sr_i_224,"['Henri Verneuil', 'Jean Laborde', 'Francis Veber']",Henri Verneuil,"['Jean-Paul Belmondo', 'Charles Denner', 'Adalberto Maria Merli', 'Rosy Varte', 'Roland Dubillard', 'Jean Martin', 'Catherine Morin', 'Germana Carnacina', 'Giovanni Cianfriglia', 'Henry Djanik']","FRF12,000,000 (estimated)",,,,"November 21, 1975","['France', 'Italy']","Porte des Lilas, Le Métro, Paris, France","['Cerito Films', 'Mondial Televisione Film']",,"['Action', 'Crime', 'Drama', 'Thriller']",['French']
225. The Travelling Players,1975,3h 50m,,7.9,4.5K,,"Greece, 1939-1952: Fascist, Nazi, and Communist conflict, as seen through the eyes of a family of travelling provincial players.",https://www.imdb.com/title/tt0073800/?ref_=sr_i_225,"['Eva Kotamanidou', 'Vangelis Kazan', 'Aliki Georgouli']",Theodoros Angelopoulos,"['Eva Kotamanidou', 'Vangelis Kazan', 'Aliki Georgouli', 'Kiriakos Katrivanos', 'Stratos Pahis', 'Nina Papazaphiropoulou', 'Giannis Fyrios', 'Alekos Boubis', 'Maria Vassiliou', 'Grigoris Evangelatos']",,,,,"October 13, 1975",['Greece'],"Aigio, Greece",['Papalios Productions'],12 wins & 2 nominations total,"['Drama', 'History', 'Music', 'War']","['Greek', 'English', 'German']"
226. The French Detective,1975,1h 31m,,6.9,1.9K,,Two policemen risk of interfering with a corrupt politician.,https://www.imdb.com/title/tt0072603/?ref_=sr_i_226,"['Lino Ventura', 'Patrick Dewaere', 'Victor Lanoux']",Pierre Granier-Deferre,"['Lino Ventura', 'Patrick Dewaere', 'Victor Lanoux', 'Julien Guiomar', 'Pierre Tornade', 'Françoise Brion', 'Claude Rich', 'Michel Peyrelon', 'Claude Brosset', 'Gérard Hérold']",,,,,"March 11, 1979",['France'],"Côte Sainte-Catherine, Rouen, Seine-Maritime, France","['Les Films Ariane', 'Mondex Films']",3 nominations total,"['Police Procedural', 'Workplace Drama', 'Crime', 'Drama']",['French']
227. Galileo,1975,2h 25m,PG,6.5,762,,"Galileo Galilei, his telescopic discoveries, support of Copernican theory, conflict with Catholic Church leading to imprisonment, and influence on future scientists like Newton and Kepler.",https://www.imdb.com/title/tt0073029/?ref_=sr_i_227,"['Barbara Bray', 'Bertolt Brecht', 'Charles Laughton']",Joseph Losey,"['Topol', 'Edward Fox', 'Colin Blakely', 'Georgia Brown', 'Clive Revill', 'Margaret Leighton', 'John Gielgud', 'Michael Gough', 'Michael Lonsdale', ""Richard O'Callaghan""]",,,,,"May 27, 1976","['United Kingdom', 'United States']","Elstree Studios, Borehamwood, Hertfordshire, England, UK","['Cinévision Ltée', 'The American Film Theatre', 'The Ely Landau Organization Inc.']",,"['Biography', 'Drama']",['English']
228. Ein echter Hausfrauenfreund,1975,1h 18m,,4.6,116,,Albert has the enviable job of being employed by a plush hotel to cater to the female visitors. His duty is to satisfy them in any and every way possible. All is not well for Albert though because he falls in love with a rich and voluptuous woman who decides that maybe his career isn't the best for the both of them. Will Albert become monogamous... has love changed his lifestyle?,https://www.imdb.com/title/tt0145761/?ref_=sr_i_228,"['Peter Hamm', 'Margaret Rose Keil', 'Gisela Krauss']",Kurt Nachmann,"['Peter Hamm', 'Margaret Rose Keil', 'Gisela Krauss', 'Eva Gross', 'Ljuba Welitsch', 'Judith Armbrüster', 'Elfriede Gerstl', 'Roswitha Geuther', 'Hasso Preiß', 'Michaela Roos']",,,,,"February 25, 1975",['West Germany'],,['CTV 72 Film und Fernsehproduktion GmbH'],,['Comedy'],['German']
"229. Mary, Mary, Bloody Mary",1975,1h 31m,R,5.0,837,,An American artist with a penchant for drinking blood begins seducing and dispatching residents of a small fishing town in Mexico.,https://www.imdb.com/title/tt0074873/?ref_=sr_i_229,"['Cristina Ferrare', 'David Young', 'John Carradine']",Juan López Moctezuma,"['Cristina Ferrare', 'David Young', 'John Carradine', 'Helena Rojo', 'Arthur Hansel', 'Enrique Lucero', 'Susana Kamini', ""José Ángel Espinosa 'Ferrusquilla'"", 'Ramón Armengod', 'Carlos Riquelme']","$499,000 (estimated)",,,,May 1975,['Mexico'],"Huipulco, Mexico City, Distrito Federal, Mexico","['Cinema Management Inc.', 'Proa', 'Translor Films (I)']",,"['Slasher Horror', 'Drama', 'Horror', 'Mystery', 'Thriller']",['English']
230. Catherine & Co.,1975,1h 40m,R,5.3,243,,An enterprising young prostitute decides to become her own corporation.,https://www.imdb.com/title/tt0072770/?ref_=sr_i_230,"['Catherine Breillat', 'Léo L. Fuchs', 'Édouard de Ségonzac']",Michel Boisrond,"['Jane Birkin', 'Patrick Dewaere', 'Jean-Pierre Aumont', 'Vittorio Caprioli', 'Jean-Claude Brialy', 'Nathalie Courval', 'Mehdi El Glaoui', 'Henri Garcin', 'Jacques Rosny', 'Jean Barney']",,,,,"October 29, 1975","['France', 'Italy']","Paris, France","['Produzione Intercontinentale Cinematografica (PIC)', 'Viaduc Productions']",,"['Comedy', 'Drama']",['French']
231. The Killer of Dolls,1975,1h 38m,,5.9,426,,"A groundskeeper's son, who is mentally unstable due to childhood trauma, goes on a murdering spree where his perception of reality is distorted by imagining people as mannequins and vice versa.",https://www.imdb.com/title/tt0071164/?ref_=sr_i_231,['Miguel Madrid'],Miguel Madrid,"['David Rocha', 'Inma de Santis', 'Helga Liné', 'Elisenda Ribas', 'Marina Ferri', 'Lupe Rocha', 'Salvador Buchila', 'Alejandra Del Río', 'Marta Flores', 'Susana Taber']",,,,,"February 3, 1975",['Spain'],"Barcelona, Barcelona, Catalonia, Spain",['Huracán Films'],,"['Slasher Horror', 'Drama', 'Horror', 'Thriller']",['Spanish']
232. The Ultimate Warrior,1975,1h 34m,R,5.6,2.4K,,"Virus holocaust is not the only plague that threatens our future. New York City, 2012 A.D. In a plague devastated world, one tired man finds a reason to fight.",https://www.imdb.com/title/tt0073835/?ref_=sr_i_232,"['Yul Brynner', 'Max von Sydow', 'Joanna Miles']",Robert Clouse,"['Yul Brynner', 'Max von Sydow', 'Joanna Miles', 'William Smith', 'Richard Kelton', 'Stephen McHattie', 'Darrell Zwerling', 'Lane Bradbury', 'Nate Esformes', 'Mel Novak']","$800,000 (estimated)",,,,"November 25, 1975",['United States'],"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",['Warner Bros.'],,"['Dystopian Sci-Fi', 'Action', 'Sci-Fi']",['English']
233. Special Section,1975,1h 50m,PG,7.6,1.7K,,In occupied France during World War II a German officer is murdered. The collaborationist Vichy government decides to pin the murder on six petty criminals. Loyal judges are called in to convict them as quickly as possible.,https://www.imdb.com/title/tt0073679/?ref_=sr_i_233,"['Louis Seigner', 'Roland Bertin', 'Michael Lonsdale']",Costa-Gavras,"['Louis Seigner', 'Roland Bertin', 'Michael Lonsdale', 'Ivo Garrani', 'François Maistre', 'Jacques Spiesser', 'Henri Serre', 'Heinz Bennent', 'Hans Richter', 'Pierre Dux']",,,,,"April 23, 1975","['France', 'Italy', 'West Germany']",,"['Reggane Films', 'Les Productions Artistes Associés', 'Goriz Films']",2 wins & 2 nominations total,"['Drama', 'History', 'Thriller', 'War']","['French', 'English', 'German']"
234. Afonya,1975,1h 32m,PG,7.8,5.2K,,"A carefree plumber spends his days drinking and chasing women, but the emptiness of his life starts catching up to him.",https://www.imdb.com/title/tt0072613/?ref_=sr_i_234,"['Leonid Kuravlyov', 'Evgeniya Simonova', 'Evgeniy Leonov']",Georgiy Daneliya,"['Leonid Kuravlyov', 'Evgeniya Simonova', 'Evgeniy Leonov', 'Saveliy Kramarov', 'Nina Maslova', 'Borislav Brondukov', 'Valentina Talyzina', 'Vladimir Basov', 'Nikolay Parfyonov', 'Gotlib Roninson']",,,,,"October 13, 1975",['Soviet Union'],"Yaroslavl, Russia","['Eksperimentalnoe Tvorcheskoe Obedinenie', 'Mosfilm']",,"['Comedy', 'Drama', 'Romance']",['Russian']
235. Blue Jeans,1975,1h 33m,TV-14,5.2,424,,"A young free-spirited drifter falls in love for an older man, who might be her long-lost father.",https://www.imdb.com/title/tt0072714/?ref_=sr_i_235,"['Gloria Guida', 'Paolo Carlini', 'Annie Carol Edel']",Mario Imperoli,"['Gloria Guida', 'Paolo Carlini', 'Annie Carol Edel', 'Gianluigi Chirizzi', 'Rino Bolognesi', 'Barbara Betti', 'Mario di Girolamo', 'Domenico Bua', 'Nicola Eliantonio', ""Rita D'Andrea""]",,,,,"November 24, 1975",['Italy'],"Castello Caetani di Sermoneta, Latina, Lazio, Italy",['Roma International Film'],,['Drama'],['Italian']
236. The Immoral Three,1975,1h 15m,R,4.5,303,,"Three young girls must avenge the death of their mother, who was a spy, in order to collect a $3-million inheritance.",https://www.imdb.com/title/tt0068734/?ref_=sr_i_236,"['Cindy Boudreau', 'Sandra Kay', 'Michele Marie']",Doris Wishman,"['Cindy Boudreau', 'Sandra Kay', 'Michele Marie', 'Robert S. Barba', 'Joe Saverio', 'Bud Irwin', 'Frank Silvano', 'Roger Caine', 'Ed Marshall', 'Levi Richards']",,,,,"January 31, 1975",['United States'],"Las Vegas, Nevada, USA",['Juri Productions'],,['Action'],['English']
237. Bloodbath,1975,1h 34m,,4.6,335,,Hopeless American expatriates inhabit a small Spanish village where residents are mysteriously dying after the arrival of a religious cult.,https://www.imdb.com/title/tt0076038/?ref_=sr_i_237,"['Win Wells', 'Gonzalo Suárez']",Silvio Narizzano,"['Carroll Baker', 'Dennis Hopper', 'Win Wells', 'Richard Todd', 'Faith Brook', 'Ivonne Sentis', 'Rory MacDonald', 'Domingo Codesido Ascanio', 'Inma de Santis', 'Swan Swan']",,,,,"November 29, 1975","['Spain', 'Liechtenstein']","Mojácar, Almería, Andalucía, Spain","['Eguiluz Films', 'Etablissement Sargon']",,"['Psychological Horror', 'Drama', 'Horror', 'Mystery', 'Thriller']","['English', 'Spanish']"
238. Nazareno Cruz and the Wolf,1975,1h 32m,,6.9,801,,"Nazareno Cruz is the seventh son of a couple living in a high mountain village. According to a myth, a seventh son will become a wolf on nights of the full moon. Everyone in the village is relieved when this doesn't happen. The boy grows up and falls in love with a beautiful girl, Griselda. When he's 20 years old, he is visited by the Devil, who offers him the wealth of the world if he will turn his back on his love for Griselda, and if he fails to do this, he will become a wolf.",https://www.imdb.com/title/tt0071897/?ref_=sr_i_238,"['Juan José Camero', 'Marina Magali', 'Alfredo Alcón']",Leonardo Favio,"['Juan José Camero', 'Marina Magali', 'Alfredo Alcón', 'Lautaro Murúa', 'Nora Cullen', 'Elcira Olivera Garcés', 'Saul Jarlip', 'Juanita Lara', 'Yolanda Mayorani', 'Marcelo Marcote']",,,,,"June 5, 1975","['Argentina', 'Mexico']","La Paisanita, Córdoba, Argentina","['Choila Producciones Cinematográficas', 'Choila', 'Instituto Nacional de Cinematografia Argentína (INCA)']",1 nomination total,"['Drama', 'Fantasy', 'Horror']","['Spanish', 'Quechua']"
239. Sunday Too Far Away,1975,1h 34m,Not Rated,6.9,974,,A hard-drinking but hard-working gun shearer leads a group of Outback sheep herders into striking after wealthy landowners attempt to drive them from their territory.,https://www.imdb.com/title/tt0073765/?ref_=sr_i_239,"['Jack Thompson', 'Max Cullen', 'Robert Bruning']",Ken Hannam,"['Jack Thompson', 'Max Cullen', 'Robert Bruning', 'Jerry Thomas', 'Peter Cummins', 'John Ewart', 'Sean Scully', 'Reg Lye', 'Laurie Rankin', 'Lisa Peers']","A$271,000 (estimated)",,,,"June 26, 1975",['Australia'],"Carriewerloo Station, South Australia, Australia",['The South Australian Film Corporation'],5 wins & 1 nomination total,['Drama'],['English']
240. Cover Girl Models,1975,1h 13m,R,4.3,314,,A fashion photography assignment teams three American models and inadvertently plunges them into the mystery and danger of international espionage.,https://www.imdb.com/title/tt0072827/?ref_=sr_i_240,"['Pat Anderson', 'Lindsay Bloom', 'Tara Strohmeier']",Cirio H. Santiago,"['Pat Anderson', 'Lindsay Bloom', 'Tara Strohmeier', 'John Kramer', 'Rhonda Hopkins', 'Mary Woronov', 'Vic Diaz', 'Tony Ferrer', 'A.C. Castro', 'Nory Wright']",,,,,"July 23, 1975","['Philippines', 'United States']","Manila, Philippines","['Filmgroup International', 'Premiere Productions']",,['Thriller'],['English']
241. The Bloodsucker Leads the Dance,1975,1h 29m,Not Rated,3.7,505,,"Gothic lesbians prowl the corridors of a miserable little castle in Italy and fall prey to a deranged count with resplendent canine gnashers, a ghostly white complexion and the personality of Atilla the Hun.",https://www.imdb.com/title/tt0073655/?ref_=sr_i_241,"['Femi Benussi', 'Giacomo Rossi Stuart', 'Krista Nell']",Alfredo Rizzo,"['Femi Benussi', 'Giacomo Rossi Stuart', 'Krista Nell', 'Patrizia Webley', 'Luciano Pigozzi', 'Mario De Rosa', 'Barbara Marzano', 'Marzia Damon', 'Lidia Olizzi', 'Susette Nadalutti']",,,,,"May 25, 1977",['Italy'],"Castello Piccolomini, Balsorano, L'Aquila, Italy",,,"['Horror', 'Mystery']",['Italian']
242. Le gitan,1975,1h 42m,,6.3,1.4K,,"Hugo Sennart, a French gypsy, is wanted by the police for theft. Gypsy has a couple of scores to settle and one more little thing to do before he fades into the shadows.",https://www.imdb.com/title/tt0071557/?ref_=sr_i_242,"['José Giovanni', 'Franco Verucci']",José Giovanni,"['Alain Delon', 'Paul Meurisse', 'Annie Girardot', 'Marcel Bozzuffi', 'Bernard Giraudeau', 'Renato Salvatori', 'Maurice Barrier', 'Maurice Biraud', 'Nicolas Vogel', 'Michel Fortin']",,,,,"December 5, 1975","['France', 'Italy']",,"['Lira Films', 'Adel Productions', 'Mondial Televisione Film']",,"['Crime', 'Drama']",['French']
243. Infra-Man,1975,1h 30m,PG,6.3,2.3K,,"Princess Dragon Mom and her mutant army have risen, and only Infra-Man can stop them.",https://www.imdb.com/title/tt0073168/?ref_=sr_i_243,"['Danny Lee', 'Terry Liu', 'Hsieh Wang']",Shan Hua,"['Danny Lee', 'Terry Liu', 'Hsieh Wang', 'Man-Tzu Yuan', 'Dana', 'Bruce Le', 'Yang Chiang', 'Wen-Wei Lin', 'Wei Lu', 'Lu Sheng']",,,,,1975,['Hong Kong'],,['Shaw Brothers'],,"['Superhero', 'Action', 'Sci-Fi']","['Mandarin', 'Cantonese']"
244. Tickled Pink,1975,1h 23m,R,4.7,313,,"A Victorian aristocrat unknowingly acquires a former asylum with secret passages inhabited by Jack the Ripper, intending to turn it into a romantic retreat.",https://www.imdb.com/title/tt0072773/?ref_=sr_i_244,"['Ole Søltoft', 'Sue Longhurst', 'Charlie Elvegård']",Vernon P. Becker,"['Ole Søltoft', 'Sue Longhurst', 'Charlie Elvegård', 'Malou Cartwright', 'Martin Ljung', 'Diana Dors', 'Göthe Grefbo', 'Steven Lund', 'Larry Leonard', 'Per-Axel Arosenius']",,,,,"February 17, 1975","['Sweden', 'United States']",,"['Film AB Robur', 'Unicorn Enterprises']",,"['Satire', 'Comedy']",['English']
