Writer,Count,TotalGrossWorldWide,AverageGrossPerFilm,WriterWeight
David Hines,1,28318029.73977695,28318029.73977695,19628562.473139074
Dimitri Villard,1,28318029.73977695,28318029.73977695,19628562.473139074
Jeffrey Hause,1,28318029.73977695,28318029.73977695,19628562.473139074
Linda Griffiths,1,4683229.969658635,4683229.969658635,3246167.6493827207
Jane Hallaren,1,4683229.969658635,4683229.969658635,3246167.6493827207
Jon DeVries,1,4683229.969658635,4683229.969658635,3246167.6493827207
Gorô Taniguchi,1,11897036.47569204,11897036.47569204,8246397.290144765
Ichirô Ôkouchi,1,11897036.47569204,11897036.47569204,8246397.290144765
Claudio Santamaria,1,3829786.352638037,3829786.352638037,2654605.6124780118
Anne Rice,1,459858659.8300675,459858659.8300675,318749733.51728624
Chen Chao-jung,1,62527.97777619386,62527.97777619386,43341.091501683695
Wang Yu-wen,2,15059958.361757303,7529979.180878651,8272527.6615283135
Kang-sheng Lee,1,62527.97777619386,62527.97777619386,43341.091501683695
Janeane Garofalo,3,133124828.85265219,44374942.95088407,61516733.187827416
Robert Dillon,2,104403029.96099451,52201514.980497256,57349225.84466671
Laurie Dillon,1,70706971.29531598,70706971.29531598,49010337.799281254
Alexander Jacobs,1,70706971.29531598,70706971.29531598,49010337.799281254
Jane Levy,1,127583771.08352186,127583771.08352186,88434331.21174864
Shiloh Fernandez,1,127583771.08352186,127583771.08352186,88434331.21174864
Jessica Lucas,1,127583771.08352186,127583771.08352186,88434331.21174864
Cha Tae-hyun,1,135983662.07459202,135983662.07459202,94256691.96921982
Sasha Mitchell,2,4402982.421614577,2201491.2108072885,2418585.2975877235
Ernest Borgnine,2,86330879.7766006,43165439.8883003,47422082.70705131
Tom Walmsley,1,93116.50946712802,93116.50946712802,64543.44600072324
Robert Zappia,1,102891580.68758282,102891580.68758282,71319009.05695415
Alfre Woodard,3,29144112.029681873,9714704.009893958,13467439.388864784
Mary Alice,1,10604569.876723927,10604569.876723927,7350527.711102116
Teng Shen,2,542714019.7524209,271357009.87621045,298116145.6662384
Li Ma,2,293333343.45692915,146666671.72846457,161129807.89894283
Zheng Yin,1,293268045.7834501,293268045.7834501,203277919.08312342
Neil Flynn,1,2869453.268643929,2869453.268643929,1988953.4429090586
Anjelah Johnson-Reyes,1,2869453.268643929,2869453.268643929,1988953.4429090586
Brett Dalton,1,2869453.268643929,2869453.268643929,1988953.4429090586
Amber Tamblyn,2,172423152.63852757,86211576.31926379,94713097.1697918
Arielle Kebbel,1,106874188.71453373,106874188.71453373,74079542.58211058
Edison Chen,1,106874188.71453373,106874188.71453373,74079542.58211058
Larry Cohen,2,17594317.491453774,8797158.745726887,9664666.703419693
Joseph Tura,1,16049384.50675695,16049384.50675695,11124585.620581048
Bo Berkman,1,1436517.9788713912,1436517.9788713912,995718.3868783758
Noah Baumbach,1,1436517.9788713912,1436517.9788713912,995718.3868783758
Odette Annable,2,153462542.68859065,76731271.34429532,84297917.62397003
Hossein Amini,1,198529511.07276452,198529511.07276452,137610170.85803115
Walter Hamada,1,198529511.07276452,198529511.07276452,137610170.85803115
Chris Morgan,2,215262189.83558744,107631094.91779372,118244843.51949193
Mogens Rukov,1,3098946.454944785,3098946.454944785,2148025.9979512156
Thomas Vinterberg,1,3098946.454944785,3098946.454944785,2148025.9979512156
Jingwu Ma,1,5823479.389295155,5823479.389295155,4036528.3197388886
Saifei He,1,5823479.389295155,5823479.389295155,4036528.3197388886
Richard Feigen,1,773894.8189822733,773894.8189822733,536423.011827512
David D'Arcy,1,773894.8189822733,773894.8189822733,536423.011827512
Suso Cecchi D'Amico,2,37656903.925073765,18828451.962536883,20685168.70264021
Aleksandr Adabashyan,1,5904749.246971831,5904749.246971831,4092860.2924519847
Lori Singer,3,281580964.1149335,93860321.3716445,130118034.25041153
Ken Daurio,3,842377123.5359572,280792374.5119857,389260885.4314303
Benjamin Renner,1,299863204.0,299863204.0,207849334.4062717
Mike White,2,570575424.9101338,285287712.4550669,313420586.7091507
Jeff Lowell,1,166531157.89703405,166531157.89703405,115430602.57171223
Mark McCorkle,1,166531157.89703405,166531157.89703405,115430602.57171223
Bob Schooley,1,166531157.89703405,166531157.89703405,115430602.57171223
Adepero Oduye,1,1042433.8754240038,1042433.8754240038,722560.1016703255
Aasha Davis,1,1042433.8754240038,1042433.8754240038,722560.1016703255
Kim Wayans,1,1042433.8754240038,1042433.8754240038,722560.1016703255
Nick Cannon,1,9173129.37844342,9173129.37844342,6358328.7655796595
Yoko Ono,2,11797951.625150219,5898975.812575109,6480687.318250963
Stew Albert,1,2128175.702529762,2128175.702529762,1475138.9879446854
Betty Buckley,1,25829686.4362249,25829686.4362249,17903774.32801675
Kiel Murray,1,6986177.0,6986177.0,4842448.890442736
Aaron Mendelsohn,1,19112322.659092024,19112322.659092024,13247652.565101592
Kevin DiCicco,1,19112322.659092024,19112322.659092024,13247652.565101592
Geof Miller,1,20010136.644758064,20010136.644758064,13869969.797933295
Lewis Abernathy,2,65665882.82601893,32832941.413009465,36070672.90945229
Liam Hemsworth,4,1185118832.076708,296279708.019177,476843794.77096903
Micheal Ward,1,11864698.467506109,11864698.467506109,8223982.290945763
Evgenia Peretz,2,40428658.273414224,20214329.136707112,22207710.396768257
Tamara Jenkins,1,5473995.389272301,5473995.389272301,3794284.4704722357
Stephen Belber,1,887610.1739130435,887610.1739130435,615244.4894841488
Ray Stevenson,1,14380790.049771719,14380790.049771719,9968004.077223781
Sarah Bird,1,2731738.5227543996,2731738.5227543996,1893496.855074202
Paul Butler,1,2706963.709028309,2706963.709028309,1876324.2627910646
Barry W. Blaustein,2,451780981.49009365,225890490.74504682,248166069.02577835
Jerry Lewis,4,835444674.041863,208861168.51046574,336149083.0360308
Mark Polley,1,3505031.190736692,3505031.190736692,2429502.4876338057
Michael Polley,1,3505031.190736692,3505031.190736692,2429502.4876338057
John Buchan,1,3505031.190736692,3505031.190736692,2429502.4876338057
Larry David,1,51159141.55072551,51159141.55072551,35460814.72575253
Glynnis O'Connor,1,2975699.7636650484,2975699.7636650484,2062597.9013773238
Gail Morgan Hickman,1,1102270.213943662,1102270.213943662,764035.4910102569
Rob Riley,1,1102270.213943662,1102270.213943662,764035.4910102569
Elena Anaya,1,3518473.9002130167,3518473.9002130167,2438820.263806407
Alexander Siddig,1,3518473.9002130167,3518473.9002130167,2438820.263806407
Adèle Haenel,1,11941656.546630837,11941656.546630837,8277325.566512378
Luàna Bajrami,1,11941656.546630837,11941656.546630837,8277325.566512378
Noémie Merlant,1,11941656.546630837,11941656.546630837,8277325.566512378
Henry Czerny,1,1838750.610511811,1838750.610511811,1274524.80142914
Pascale Bussières,1,1838750.610511811,1838750.610511811,1274524.80142914
Rachael Crawford,1,1838750.610511811,1838750.610511811,1274524.80142914
Babou Ceesay,1,12168453.986106385,12168453.986106385,8434529.572243068
Ayrton Senna,1,14249769.334583776,14249769.334583776,9877187.437896311
Reginaldo Leme,1,14249769.334583776,14249769.334583776,9877187.437896311
John Bisignano,1,14249769.334583776,14249769.334583776,9877187.437896311
Carmen Ejogo,3,73422222.63397928,24474074.211326424,33928271.072791554
Christopher Abbott,3,26210571.563855905,8736857.187951969,12111855.853567598
Dominique McElligott,1,13862057.002353905,13862057.002353905,9608445.727942856
Matt Mitler,1,7647411.352025548,7647411.352025548,5300781.617238628
Scott Valentine,2,18167872.86299386,9083936.43149693,9979724.193122463
Nicole Picard,1,7647411.352025548,7647411.352025548,5300781.617238628
Laurent de Brunhoff,1,3207202.3328548386,3207202.3328548386,2223063.2545036105
Patrick Loubert,1,3207202.3328548386,3207202.3328548386,2223063.2545036105
Jean de Brunhoff,1,3207202.3328548386,3207202.3328548386,2223063.2545036105
Allison Anders,1,8511970.331417322,8511970.331417322,5900048.23623182
Alexandre Rockwell,1,8511970.331417322,8511970.331417322,5900048.23623182
Robert Rodriguez,4,309805644.4621503,77451411.11553757,124653237.42086606
Earl Felton,1,25348868.097735275,25348868.097735275,17570496.452331148
Martin Goldsmith,1,25348868.097735275,25348868.097735275,17570496.452331148
Steve Saint Leger,1,43726560.48209448,43726560.48209448,30308942.113747712
James Mather,1,43726560.48209448,43726560.48209448,30308942.113747712
Casper Van Dien,3,257252906.3488595,85750968.78295316,118876084.48437573
Richard Briers,1,938840.0448950131,938840.0448950131,650754.3301157508
Hetta Charnley,1,938840.0448950131,938840.0448950131,650754.3301157508
Michael Maloney,1,938840.0448950131,938840.0448950131,650754.3301157508
Joe Craven,1,637451.8014053426,637451.8014053426,441847.9188869714
David Grisman,1,637451.8014053426,637451.8014053426,441847.9188869714
Jerry Garcia,1,637451.8014053426,637451.8014053426,441847.9188869714
David Beecroft,1,3954052.8104973226,3954052.8104973226,2740740.557381347
Tania Coleridge,1,3954052.8104973226,3954052.8104973226,2740740.557381347
David Benullo,2,165849634.41336596,82924817.20668298,91102223.21881863
Jules Verne,1,117203719.4689677,117203719.4689677,81239427.70105374
David N. Titcher,2,122933997.31634447,61466998.658172235,67528400.07341424
Don Gordon,1,68621243.54415841,68621243.54415841,47564621.489150755
Rossano Brazzi,1,68621243.54415841,68621243.54415841,47564621.489150755
Frank Passingham,1,148536.42617301038,148536.42617301038,102957.6050122726
Deborah Collard,1,148536.42617301038,148536.42617301038,102957.6050122726
Nick Upton,1,148536.42617301038,148536.42617301038,102957.6050122726
Chris Roberts,1,21175616.647166867,21175616.647166867,14677818.975601956
Kevin Droney,1,21175616.647166867,21175616.647166867,14677818.975601956
Gang Dong-won,1,50269368.896816604,50269368.896816604,34844071.31935623
Koo Kyo-hwan,1,50269368.896816604,50269368.896816604,34844071.31935623
Geoffrey Giuliano,1,50269368.896816604,50269368.896816604,34844071.31935623
Scoot McNairy,1,5239496.9496738985,5239496.9496738985,3631742.5382188964
Romany Malco,1,57850903.46308226,57850903.46308226,40099190.62828104
Agnieszka Grochowska,1,13486225.471216641,13486225.471216641,9347939.161769535
Robert Wieckiewicz,1,13486225.471216641,13486225.471216641,9347939.161769535
Stephen Macht,2,37120091.48534542,18560045.74267271,20390294.331142474
Robby Kiger,1,10116801.099102113,10116801.099102113,7012432.158128385
Andre Gower,1,10116801.099102113,10116801.099102113,7012432.158128385
Roshan Seth,2,23373054.744686007,11686527.372343004,12838962.583112258
Saeed Jaffrey,2,7860949.481100174,3930474.740550087,4318067.850267926
Daniel Day-Lewis,5,284877310.45115167,56975462.09023033,102086323.71381426
Omari Hardwick,2,41089001.330946095,20544500.665473048,22570440.89563885
Christopher Guest,2,44949163.30412744,22474581.65206372,24690851.58563203
Eugene Levy,2,67836610.60911764,33918305.30455882,37263067.01838505
Shia LaBeouf,3,1600084480.3324966,533361493.4441655,739396030.8001301
Jack Kirby,2,2180959681.2447004,1090479840.6223502,1198014553.4525557
Arne Olsen,2,27539827.957034558,13769913.978517279,15127796.710701864
Robert Abramoff,1,10798350.404733729,10798350.404733729,7484846.137739528
Jack Abramoff,1,10798350.404733729,10798350.404733729,7484846.137739528
Nadine Perront,1,8823578.808282379,8823578.808282379,6116038.773409413
Sijie Dai,1,8823578.808282379,8823578.808282379,6116038.773409413
Chuck Pfarrer,3,365920076.1697388,121973358.72324628,169090979.40488994
Diedrich Bader,2,143061721.92913342,71530860.96456671,78584682.874683
Matt Lanter,1,112554095.58063982,112554095.58063982,78016554.0121951
Jenn Proske,1,112554095.58063982,112554095.58063982,78016554.0121951
Christine Dunford,1,17393056.51764486,17393056.51764486,12055948.086525315
Patricia Richardson,1,17393056.51764486,17393056.51764486,12055948.086525315
Peter Fonda,3,28423789.277335696,9474596.425778566,13134579.598943496
Ananya Panday,1,1949737.8703262573,1949737.8703262573,1351455.3076475975
Tara Sutaria,1,1949737.8703262573,1949737.8703262573,1351455.3076475975
Tiger Shroff,1,1949737.8703262573,1949737.8703262573,1351455.3076475975
Kathryn Walker,2,29993946.400697663,14996973.200348832,16475859.050729537
Jeremy Levy,1,7790138.920716253,7790138.920716253,5399712.829064766
Gabriel Casseus,2,112870866.28697744,56435433.14348872,62000660.36774424
John Luessenhop,1,112075523.28834794,112075523.28834794,77684832.97709887
Peter Allen,1,112075523.28834794,112075523.28834794,77684832.97709887
Nigel Hawthorne,1,7238837.969195678,7238837.969195678,5017580.128878264
Troy Byer,1,36372264.49208696,36372264.49208696,25211332.583270688
Michael Swerdlick,2,65196493.82441768,32598246.91220884,35812834.64678989
Akosua Busia,1,42719009.16487116,42719009.16487116,29610560.75894491
Toni Morrison,1,42719009.16487116,42719009.16487116,29610560.75894491
Doug Taylor,2,57776941.90654598,28888470.95327299,31737229.19009745
Vincenzo Natali,1,38528738.955238484,38528738.955238484,26706086.777353685
Antoinette Terry Bryant,1,38528738.955238484,38528738.955238484,26706086.777353685
Cynthia Nixon,2,597389684.6153654,298694842.3076827,328149824.32100344
Dave Parker,1,22882757.538380437,22882757.538380437,15861118.871165233
Mark A. Altman,1,22882757.538380437,22882757.538380437,15861118.871165233
Dan Bates,1,22882757.538380437,22882757.538380437,15861118.871165233
Nicholas Pileggi,2,149200931.74056175,74600465.87028088,81956988.54545648
Martin Scorsese,1,109699970.36893651,109699970.36893651,76038225.16873789
Michel Maingois,1,40365.47287128713,40365.47287128713,27979.213712701632
Jean Rhys,1,40365.47287128713,40365.47287128713,27979.213712701632
Ruth Prawer Jhabvala,3,14603185.944105081,4867728.648035027,6748104.776232706
Todd Berger,1,33377289.11302353,33377289.11302353,23135373.843426418
Dee Austin Robertson,1,33377289.11302353,33377289.11302353,23135373.843426418
Mark Goodin,1,261171.75570427024,261171.75570427024,181030.46610830573
Don Baker,1,261171.75570427024,261171.75570427024,181030.46610830573
Mark Merritt,1,261171.75570427024,261171.75570427024,181030.46610830573
Ed Lover,1,23827337.927058823,23827337.927058823,16515852.104389874
Seth Greenland,1,23827337.927058823,23827337.927058823,16515852.104389874
Doctor Dré,1,23827337.927058823,23827337.927058823,16515852.104389874
David Howard Thornton,1,1072239.1071124703,1072239.1071124703,743219.5139811219
Krystle Martin,1,1072239.1071124703,1072239.1071124703,743219.5139811219
Chase Mullins,1,1072239.1071124703,1072239.1071124703,743219.5139811219
Colin Friels,1,63262394.79027901,63262394.79027901,43850150.58435207
Jessie Jones,1,40253093.85882552,40253093.85882552,27901318.51705976
David Dean Bottrell,1,40253093.85882552,40253093.85882552,27901318.51705976
Joey Morgan,1,9335725.890861517,9335725.890861517,6471032.079731144
Joey Wells,2,155062389.8694974,77531194.9347487,85176723.51043762
Harry Ratchford,2,155062389.8694974,77531194.9347487,85176723.51043762
Kevin Hart,7,1211391948.7327702,173055992.67611003,359859820.2073446
Gerald Burke,1,2106351.6602424975,2106351.6602424975,1460011.7145648468
Ali Fadhil,1,2106351.6602424975,2106351.6602424975,1460011.7145648468
Kiara Advani,2,25413174.414535224,12706587.207267612,13959612.852937197
Jessica Ashworth,1,3862537.0,3862537.0,2677306.6313584694
Elizabeth Fremantle,1,3862537.0,3862537.0,2677306.6313584694
Henrietta Ashworth,1,3862537.0,3862537.0,2677306.6313584694
Rita Mae Brown,1,54910.87822906641,54910.87822906641,38061.32042654786
Harry Otis,1,54910.87822906641,54910.87822906641,38061.32042654786
Bruce Nugent,1,54910.87822906641,54910.87822906641,38061.32042654786
Pauline Collins,1,31890378.45004989,31890378.45004989,22104725.909641717
Gene Simmons,2,20818379.523335446,10409189.761667723,11435663.787246434
Grace Gummer,1,7680767.015713707,7680767.015713707,5323902.00147978
Fiona Shaw,2,26370381.687605597,13185190.843802799,14485412.689435998
Justin Chadwick,1,381810.39819383266,381810.39819383266,264650.80101652513
Will Beall,1,1397911469.628031,1397911469.628031,968958393.8450793
Michele Lamar Richards,1,10184138.519120734,10184138.519120734,7059106.900960473
Erik von Detten,1,10184138.519120734,10184138.519120734,7059106.900960473
Milly Shapiro,1,106562715.61336003,106562715.61336003,73863645.88021177
Frank M. Farel,1,49444.57180656934,49444.57180656934,34272.3655417173
Ann Burgund,1,49444.57180656934,49444.57180656934,34272.3655417173
Thomas Doran,1,49444.57180656934,49444.57180656934,34272.3655417173
Yui Natsukawa,1,56629731.12632609,56629731.12632609,39252738.4660807
Takeshi Kitano,2,56753792.285274185,28376896.142637093,31175206.81655979
Mort Briskin,1,92304043.04277396,92304043.04277396,63980287.189382605
David Klass,1,92304043.04277396,92304043.04277396,63980287.189382605
