Director,Count,TotalGrossWorldWide,AverageGrossPerFilm,Director_weight
Gary Sinyor,1,67509264.8447419,67509264.8447419,46793856.58880748
Omar Naim,1,5197901.5784965595,5197901.5784965595,3602910.8239629795
Sophie Barthes,1,1611783.0657369124,1611783.0657369124,1117202.8876898058
Jerry Jameson,1,3601535.2933165133,3601535.2933165133,2496394.0342494766
Tim Johnson,2,1009857444.4062195,504928722.20310974,554720899.1138226
Maggie Carey,1,5113654.968049898,5113654.968049898,3544515.5234601437
Stevan Riley,1,663787.4775817768,663787.4775817768,460102.4185768065
Lisa Gottlieb,1,32647573.30669145,32647573.30669145,22629573.389657307
Jean Bach,1,1083591.86145749,1083591.86145749,751088.643646962
Jerry Paris,2,159363681.99849966,79681840.99924983,87539449.70547429
Gavin Wiesen,1,2563076.19070059,2563076.19070059,1776589.0351444387
Eugene Corr,1,1157625.7288868614,1157625.7288868614,802405.0101215795
Sebastián Silva,1,2422960.1600376624,2422960.1600376624,1679468.0035391795
Hugo Rodríguez,1,9523605.081054348,9523605.081054348,6601260.010699191
Florian Henckel von Donnersmarck,1,7515086.342746318,7515086.342746318,5209060.910139161
Edson Oda,1,1139242.716592417,1139242.716592417,789662.8769794867
Leslie Harris,1,1040653.9746115465,1040653.9746115465,721326.3684404943
Vasili Pichul,1,3252038.341470837,3252038.341470837,2254141.2074633515
Stella Meghie,1,76723869.12646866,76723869.12646866,53180933.566661984
Veit Helmer,1,752935.8340696278,752935.8340696278,521895.3505279133
Theresa Connelly,1,1294680.6673374234,1294680.6673374234,897404.2542904034
Nacho Vigalondo,1,5752758.322215602,5752758.322215602,3987508.211486506
Eugene Kotlyarenko,1,61042.59091769671,61042.59091769671,42311.499788675595
Phillip Guzman,1,27517.596778427298,27517.596778427298,19073.744622752314
Arbaaz Khan,1,5596508.08634372,5596508.08634372,3879203.801030084
Risa Bramon Garcia,1,12532744.417166866,12532744.417166866,8687036.457437608
Lisa Cholodenko,2,52234956.186863944,26117478.093431972,28692982.38246452
Edward James Olmos,1,28420965.03107626,28420965.03107626,19699911.780083306
John Walsh,1,207389.6193881453,207389.6193881453,143751.5299562931
Peter Lepeniotis,1,155591299.37125742,155591299.37125742,107847670.47884548
Vikramaditya Motwane,1,1032870.1564752294,1032870.1564752294,715931.0368453148
Thurop Van Orman,1,176144335.20300245,176144335.20300245,122093949.31756707
Chris Weitz,4,367487906.2879348,91871976.5719837,147862242.185208
Aisling Walsh,1,14643458.338940116,14643458.338940116,10150071.86128336
Damian Lee,1,41333.877767988255,41333.877767988255,28650.460836490463
Sam Liu,1,5664795.959567846,5664795.959567846,3926537.347821822
Daniel Lee,2,211274551.38537934,105637275.69268967,116054409.21740988
Luan Zhang,1,65297.67347901113,65297.67347901113,45260.89826910048
Zana Briski,1,5692718.915309688,5692718.915309688,3945892.0658671805
David Atkins,1,4360407.77608131,4360407.77608131,3022404.356082421
Craig R. Baxley,3,82787000.11973919,27595666.70657973,38255717.14667538
Dong-hoon Choi,1,123568719.00600378,123568719.00600378,85651309.18441565
Subhash Ghai,2,11009249.376799438,5504624.688399719,6047448.327181796
Gene Wilder,1,74340800.98533204,74340800.98533204,51529116.60355091
John Byrum,1,19214663.550279114,19214663.550279114,13318589.865283916
Paul Aaron,1,5730277.847376761,5730277.847376761,3971925.9337343145
Rick Rubin,1,9228014.687404903,9228014.687404903,6396372.362740473
David Steinberg,1,63148775.51181518,63148775.51181518,43771395.70182761
Anthony Waller,1,50442823.78209346,50442823.78209346,34964301.08404024
Salim Akil,1,32697661.679312177,32697661.679312177,22664292.0039182
Allan King,1,5440046.935049505,5440046.935049505,3770753.195143336
Xavier Giannoli,1,11254339.485825911,11254339.485825911,7800913.683664694
Dick Lowry,1,17373367.6997992,17373367.6997992,12042300.837947037
Anthony Fabian,1,32466255.00734312,32466255.00734312,22503893.12168009
Masahiro Hosoda,1,66002226.44712114,66002226.44712114,45749257.17250107
Neal Israel,3,153181240.08896217,51060413.36298739,70784763.12156013
Soundarya Rajinikanth Vishagan,1,1558132.8870978642,1558132.8870978642,1080015.4176296121
Carlos Avila,1,6279048.259651569,6279048.259651569,4352304.597777316
Duke Johnson,1,7275409.623664126,7275409.623664126,5042929.668061482
Howard Franklin,1,6662868.465673556,6662868.465673556,4618348.491423394
Jordan Vogt-Roberts,2,708840881.4116442,354420440.7058221,389370651.51458335
Ken Annakin,2,34401854.901842125,17200927.450921062,18897150.274070505
Pip Karmel,1,676663.400060024,676663.400060024,469027.3279397119
Alan Rickman,1,1652206.252834891,1652206.252834891,1145222.1058560167
Michael Patrick King,2,998927901.4473689,499463950.72368443,548717234.011763
Peter Landesman,3,69790990.45460236,23263663.484867454,32250285.508062452
John Putch,1,4427389.309851303,4427389.309851303,3068832.4173646723
Warren Miller,2,6350507.557893651,3175253.7789468253,3488372.821190836
Giuseppe Capotondi,1,4045183.6831409032,4045183.6831409032,2803907.6648162124
Ethan Hawke,1,1168351.2557616923,1168351.2557616923,809839.3788348886
Aaron Seltzer,1,129602689.2751389,129602689.2751389,89833738.6640492
Lucia Aniello,1,58856118.736398496,58856118.736398496,40795952.76083599
Tommy Lee Jones,1,18792861.71082437,18792861.71082437,13026219.109510861
Tinto Brass,1,91202.0,91202.0,63216.40916142813
Sarah Kernochan,1,1708264.0948957056,1708264.0948957056,1184078.4410287451
Tamara Kotevska,1,1566386.4103857903,1566386.4103857903,1085736.3240263239
Sanjay Gadhvi,1,48964563.986875005,48964563.986875005,33939649.47484944
Barry Shils,1,1371862.773648294,1371862.773648294,950902.8136694613
Liev Schreiber,1,5619706.511766513,5619706.511766513,3895283.7242053235
George T. Nierenberg,1,3499491.4186321246,3499491.4186321246,2425662.6102185803
Alan Spencer,1,5876440.598712803,5876440.598712803,4073238.2327257763
Tony Bui,1,3697571.572605042,3697571.572605042,2562961.3104697876
Carl Gottlieb,1,53518690.59018702,53518690.59018702,37096329.489848204
Peter Del Monte,1,2417670.8937323946,2417670.8937323946,1675801.7635124524
Jim Cummings,1,314299.4695975056,314299.4695975056,217855.79120299724
Robert Bierman,1,1875084.0794251903,1875084.0794251903,1299709.2429664112
Giles Foster,1,304459.886830093,304459.886830093,211035.51214987898
JR,1,4968036.084587141,4968036.084587141,3443580.2049516467
Hyung-rae Shim,1,110377090.78495431,110377090.78495431,76507569.2760002
Ralph Fiennes,2,12548410.125103062,6274205.062551531,6892918.783342779
James F. Robinson,1,433711.49788161996,433711.49788161996,300625.90193307557
Stacy Cochran,1,368335.418389166,368335.418389166,255310.65675681824
Bill Krohn,1,183411.62602076124,183411.62602076124,127131.25145820575
Justin Zackham,1,60849805.707379475,60849805.707379475,42177871.26369055
Bill Paxton,1,29976465.765443254,29976465.765443254,20778102.728468712
Teng Shen,1,249445973.96897072,249445973.96897072,172902773.55862156
Yutaka Uemura,1,343797.89686963387,343797.89686963387,238302.54289762556
David M. Rosenthal,1,77485397.07888463,77485397.07888463,53708784.5197967
Penn Jillette,1,10624454.80376856,10624454.80376856,7364310.892218744
Valerie Breiman,1,1026948.369012776,1026948.369012776,711826.3665618399
Juliano Ribeiro Salgado,1,6966364.283978778,6966364.283978778,4828715.762193392
Brad J. Silverman,1,3279356.959018188,3279356.959018188,2273077.030193093
Tony Cervone,1,33657573.57434576,33657573.57434576,23329652.227546684
Marshall Herskovitz,2,19362413.44104133,9681206.720520666,10635892.672300294
Lawrence Sher,1,31948516.845985636,31948516.845985636,22145024.374866858
Yang Zhang,1,3969623.2718607443,3969623.2718607443,2751533.17877542
Gene Kelly,1,26664798.67768014,26664798.67768014,18482630.023632545
James Hawes,1,56475835.0,56475835.0,39146065.800018676
Jan Troell,1,4787856.062460812,4787856.062460812,3318688.930621553
Malik Bendjelloul,1,12448997.195588734,12448997.195588734,8628987.306920996
Tony Maylam,1,11794599.608296506,11794599.608296506,8175393.464324159
Dina Amer,1,78444.15071779164,78444.15071779164,54373.34190145668
Johnny Royal,1,20551.722282963445,20551.722282963445,14245.368356087114
Carlos López Estrada,1,6075655.247675293,6075655.247675293,4211323.304980366
Mike Bigelow,1,70378768.33498207,70378768.33498207,48782844.842674375
José María Gutiérrez Santos,1,829903.28913884,829903.28913884,575245.125004012
Eran Kolirin,1,21437368.859536417,21437368.859536417,14859251.783611238
Kevin Brodie,1,3960827.8821968785,3960827.8821968785,2745436.6792279854
Kevin Asch,1,1040005.0387606852,1040005.0387606852,720876.5603851055
Robert Ellis Miller,1,100553.89716593246,100553.89716593246,69698.65031488075
Chris Miller,1,751785124.930999,751785124.930999,521097739.7328282
Matteo Garrone,2,56973827.91001984,28486913.95500992,31296073.73720496
Sicheng Chen,2,822113197.2270919,411056598.61354595,451591830.5749563
Randa Haines,2,118321319.07466428,59160659.53733214,64994627.573423296
Mamoru Hosoda,1,63997741.84340364,63997741.84340364,44359854.320958465
Alessandro Carloni,1,661654838.0636815,661654838.0636815,458624185.507688
Barry Jenkins,1,24992593.42843489,24992593.42843489,17323545.66980066
Potsy Ponciroli,1,87106.06718824961,87106.06718824961,60377.32488120038
Campbell Scott,2,25506893.345246956,12753446.672623478,14011093.23741757
Fons Rademakers,1,1424545.7929379563,1424545.7929379563,987419.899953476
Denny Tedesco,1,1134452.1507456934,1134452.1507456934,786342.3097695434
Ben Bolt,1,4648360.439559859,4648360.439559859,3221997.9329073043
Vikas Bahl,2,47593666.39721517,23796833.198607586,26143493.383375537
Sven Nykvist,1,32467.989177679887,32467.989177679887,22505.09515695963
Dome Karukoski,1,10833864.78007643,10833864.78007643,7509462.8268776685
Nima Nourizadeh,2,171386645.82097393,85693322.91048697,94143737.60626546
Etan Cohen,2,192845509.8341218,96422754.9170609,105931223.4591165
David Hogan,1,7367251.580803059,7367251.580803059,5106589.66170944
Jonathan Nossiter,1,18340.402708492733,18340.402708492733,12712.598427725721
Steve De Jarnatt,1,2950633.201656805,2950633.201656805,2045223.0845949787
Olivia Wilde,2,120963635.92866346,60481817.96433173,66446068.45660248
Olivier Nakache,1,577858540.142572,577858540.142572,400541017.86230975
David Zellner,1,951965.9339770884,951965.9339770884,659852.5031253338
Andy Wilson,1,7910705.597732088,7910705.597732088,5483283.281307774
Dan Mazer,1,119430849.0071373,119430849.0071373,82783156.26117776
Robin Swicord,1,10527306.996807206,10527306.996807206,7296973.1637259
Nicolas Philibert,1,27208242.29458588,27208242.29458588,18859316.434484057
J.S. Cardone,1,14976767.416160362,14976767.416160362,10381104.108413612
Jim Malone,1,35344617.31594219,35344617.31594219,24499021.84051555
Kamal Haasan,1,486028.0014518003,486028.0014518003,336888.9388795004
Jean-Loup Felicioli,1,2909395.74165352,2909395.74165352,2016639.4554602485
Corey Yuen,1,13202253.42169145,13202253.42169145,9151104.73628332
Barry Cook,1,165519718.77915668,165519718.77915668,114729526.39884749
Chloe Okuno,1,3331676.4596675267,3331676.4596675267,2309342.1445564865
Gabor Csupo,1,202192769.77277154,202192769.77277154,140149348.2976027
Bruce McDonald,1,136168.07529014847,136168.07529014847,94384.51746964076
Gérard Krawczyk,1,107452866.56868759,107452866.56868759,74480651.50516981
Andrew Mogel,1,996034.1054017222,996034.1054017222,690398.2319007511
Volker Schlöndorff,2,22553855.259294473,11276927.629647236,12388971.272351393
Charles Robert Carner,1,5889632.1033613095,5889632.1033613095,4082381.886980232
Paris Barclay,1,40684418.89038878,40684418.89038878,28200290.24659276
A.R. Murugadoss,2,56015687.28861944,28007843.64430972,30769761.206733674
Ronit Elkabetz,1,1620660.0192619627,1620660.0192619627,1123355.922997656
Benny Boom,2,83648039.56402867,41824019.78201433,45948382.09401906
David Bruckner,1,18175034.985012233,18175034.985012233,12597974.256439596
Susanna Fogel,1,91419529.66750428,91419529.66750428,63367189.23714686
Raúl Martínez,1,7816566.654605907,7816566.654605907,5418031.138298969
Rob Weiss,1,558796.0553633218,558796.0553633218,387327.9102831056
Noel Nosseck,1,6004027.207854785,6004027.207854785,4161674.531129745
Brian Sloan,1,655874.3772959502,655874.3772959502,454617.4754241977
Gil Kenan,3,362478494.0811863,120826164.69372876,167500630.7906594
Mark Goldblatt,1,9243123.57947591,9243123.57947591,6406845.048680876
Alan Cumming,1,8485353.68365895,8485353.68365895,5881598.9818821475
Indra Kumar,2,47579322.32558367,23789661.162791833,26135614.096693583
Michaël R. Roskam,1,24015130.81010915,24015130.81010915,16646020.211805431
Brian Percival,1,100173009.0009401,100173009.0009401,69434638.75720765
Josh Kriegman,1,2178498.628831659,2178498.628831659,1510020.1824283712
Jim Sonzero,1,45203032.91106151,45203032.91106151,31332354.8150607
Mike P. Nelson,1,5431184.677462449,5431184.677462449,3764610.3462834726
Gary Goddard,1,46502296.897693664,46502296.897693664,32232935.984197855
Bob Odenkirk,2,8519015.710861253,4259507.855430626,4679547.673654432
Maggie Betts,1,721412.3159758485,721412.3159758485,500044.91283987975
Manny Rodriguez,1,3639126.714508989,3639126.714508989,2522450.421862283
Adam Del Deo,1,3919835.4208998485,3919835.4208998485,2717022.870255736
Michael Paxton,1,398590.60989165073,398590.60989165073,276281.95744406676
Eric Brevig,1,345643992.4152288,345643992.4152288,239582158.82009894
Bruno Bianchi,1,7258040.5617883215,7258040.5617883215,5030890.351793297
Dominique Othenin-Girard,1,28608210.308935482,28608210.308935482,19829700.31650459
Steven Hahn,1,9517123.434944239,9517123.434944239,6596767.275972581
Jerry Belson,2,27294828.50180997,13647414.250904985,14993217.004588502
Steven Hilliard Stern,2,53692820.33732846,26846410.16866423,29493796.117919024
Nnegest Likké,1,11189774.378382938,11189774.378382938,7756160.561478048
Abbas Tyrewala,1,28096141.715498626,28096141.715498626,19474761.414710537
Alberto Seixas Santos,1,545324.6095800526,545324.6095800526,377990.21562036633
Ladj Ly,1,65082007.38154636,65082007.38154636,45111409.92170041
Henning Carlsen,1,1623038.5729927009,1623038.5729927009,1125004.6108099276
Eric Bross,1,7819023.229260305,7819023.229260305,5419733.906094499
Dick Clement,1,3559185.549479554,3559185.549479554,2467039.4287114525
Jonathan R. Betuel,1,11674810.047360595,11674810.047360595,8092361.667900918
Timothy Björklund,1,10471762.510524087,10471762.510524087,7258472.659663105
Felix Herngren,1,66925919.90600841,66925919.90600841,46389512.68923045
Jackie Chan,1,320458.1517472119,320458.1517472119,222124.66437103102
Jonathan Sanger,1,1590193.2964312267,1590193.2964312267,1102237.99996663
Jon Reiss,1,327242.4706503067,327242.4706503067,226827.19589073074
Peter Werner,1,7718324.285580986,7718324.285580986,5349934.717197815
Michael Bortman,1,69271.60593245228,69271.60593245228,48015.41834493888
John Gray,2,46980859.22726921,23490429.613634605,25806874.639632255
Josh Schwartz,1,15152369.121684365,15152369.121684365,10502821.935499093
Sajid,1,21600846.274958648,21600846.274958648,14972565.693196384
Tom Mankiewicz,1,178834099.22739437,178834099.22739437,123958351.6674459
Josh Lowell,1,1796885.3228541121,1796885.3228541121,1245505.9953258748
Adrian Grunberg,1,109041776.83304583,109041776.83304583,75582000.17507248
Lian Lunson,1,2187325.0714285714,2187325.0714285714,1516138.2062287952
David Madden,1,1921675.939593176,1921675.939593176,1332004.2594788936
Jason Moore,2,288479125.8948955,144239562.94744775,158463356.36618346
Sam Levinson,1,3136714.6816934613,3136714.6816934613,2174204.937836809
Eitan Gorlin,1,1038361.1012987014,1038361.1012987014,719737.0697683146
Morgan Spurlock,1,945846.9487194306,945846.9487194306,655611.1457461005
Jean-Claude Lord,2,43183044.323550396,21591522.161775198,23720711.577976063
Trent Cooper,1,23699194.074890874,23699194.074890874,16427029.55455357
Brian Trenchard-Smith,3,14917005.904514734,4972335.301504911,6893120.390073629
Emma Seligman,1,422946.78121872724,422946.78121872724,293164.36892866483
John Nicolella,1,11604519.665582554,11604519.665582554,8043640.087950987
Richard Friedenberg,1,613981.1745919003,613981.1745919003,425579.3200852592
Abdul Malik Abbott,1,3568414.4095386323,3568414.4095386323,2473436.387041185
Diane Kurys,3,22461444.975196052,7487148.325065351,10379391.50390633
Gene Quintano,2,59194716.28779855,29597358.143899277,32516021.368998904
Asger Leth,1,63219395.61905799,63219395.61905799,43820345.83005381
Tetsuro Kodama,1,90125428.17406161,90125428.17406161,62470186.43560866
Uberto Pasolini,1,900186.6080653451,900186.6080653451,623961.8093583145
Eleanor Coppola,1,16762616.714437496,16762616.714437496,11618960.514419364
Olivia Newman,1,150296225.3965591,150296225.3965591,104177404.88242698
Stephen Low,2,36315026.74725676,18157513.37362838,19948067.32392369
Philippe Claudel,1,31522836.628797557,31522836.628797557,21849965.332502797
Jamie Babbit,1,4747772.922088835,4747772.922088835,3290905.414884729
Robert Dalva,1,36862560.38983936,36862560.38983936,25551179.802437868
Wych Kaosayananda,1,34136954.05835464,34136954.05835464,23661933.4584529
H. Gordon Boos,1,32278.753806451612,32278.753806451612,22373.927192930536
Tom Schulman,1,6839912.526903427,6839912.526903427,4741066.083299762
László Nemes,1,8560767.73793441,8560767.73793441,5933872.020977777
Juliet Bashore,1,18540.671879562044,18540.671879562044,12851.414439005492
Laura Poitras,1,4866114.210698837,4866114.210698837,3372933.3454285827
Peter Sollett,1,1860653.364838809,1860653.364838809,1289706.6338373958
James Yukich,1,4813775.53925776,4813775.53925776,3336654.9428849467
Lucas Reiner,1,121950.73925019128,121950.73925019128,84529.81107847115
Shakun Batra,1,3044210.4573551575,3044210.4573551575,2110085.895546829
John Eng,1,91494220.82713044,91494220.82713044,63418961.20385449
Robert J. Rosenthal,1,53355271.55581347,53355271.55581347,36983056.04692235
Roy Battersby,1,8003.193051010587,8003.193051010587,5547.390698784934
James H. Barden,1,6644543.494797246,6644543.494797246,4605646.5895266365
Ian Iqbal Rashid,2,13662513.164361287,6831256.582180643,7504902.428228566
Simon Shore,1,2199456.8042576686,2199456.8042576686,1524547.2826345905
Ron Casden,1,2654147.5409859153,2654147.5409859153,1839714.884824499
Paul Johansson,1,6268234.575818333,6268234.575818333,4344809.123316842
Brian G. Hutton,1,87023402.09592369,87023402.09592369,60320025.80552394
Anne Bancroft,1,28299793.602208737,28299793.602208737,19615922.145799365
Andy Muschietti,2,755411099.2186553,377705549.6093277,414951958.2989498
Jiang Liu,1,59101165.52081918,59101165.52081918,40965806.24856246
Joshua Michael Stern,2,80060882.79684944,40030441.39842472,43977934.84111803
Aleksander Bach,1,105863695.34046926,105863695.34046926,73379121.94890328
Alice Rohrwacher,1,5232815.0,5232815.0,3627110.96364179
Tom George,1,22870879.74942509,22870879.74942509,15852885.81523955
Alfonso Gomez-Rejon,1,11666227.189602433,11666227.189602433,8086412.4842447005
Mark Bramble,1,746542.9620859198,746542.9620859198,517464.1493367254
Brian Fee,1,477253748.1417754,477253748.1417754,330807089.93613786
Pierre Perifel,1,260694982.9983291,260694982.9983291,180699992.45141467
Reed Morano,1,7051624.232609898,7051624.232609898,4887813.4552017385
George Gage,1,6163312.971564417,6163312.971564417,4272083.009148413
Matt Brown,2,18909990.829151496,9454995.414575748,10387374.151753547
Agnès Varda,1,100154.44122112212,100154.44122112212,69421.76855297756
Jack Huston,1,25859.0,25859.0,17924.092942099625
Rick Famuyiwa,3,98871985.35991347,32957328.45330449,45688558.59239214
Charles Band,1,16217381.542871486,16217381.542871486,11241032.292506266
Yung Chang,1,1512489.7518206632,1512489.7518206632,1048378.0071003041
Daniel Attias,1,35006368.90271375,35006368.90271375,24264565.906557385
Herman Yau,1,225730004.57159397,225730004.57159397,156464116.23658392
William Asher,1,1054671.0360223048,1054671.0360223048,731042.255037097
Scott Marshall,1,6664410.101924604,6664410.101924604,4619417.072244257
Erik White,1,34542487.11825403,34542487.11825403,23943027.555546008
Richard Baskin,1,5554953.35832258,5554953.35832258,3850400.258463296
Prakash Jha,2,42765763.974216744,21382881.987108372,23491496.91817723
Geeta Vasant Patel,1,2188940.0093859825,2188940.0093859825,1517257.595920754
Tonie Marshall,1,906918.2517406963,906918.2517406963,628627.8291924183
Damien O'Donnell,1,7640993.3987755105,7640993.3987755105,5296333.031038399
Ed Friedman,1,21694037.635817844,21694037.635817844,15037161.02222848
Park Jun-soo,2,39171535.94394399,19585767.971971996,21517165.377010718
Josie Rourke,1,56682953.19492487,56682953.19492487,39289629.192873515
Tab Murphy,1,14044261.00444882,14044261.00444882,9734739.918281686
Rodo Sayagues,1,60481104.77470568,60481104.77470568,41922307.251737885
Riccardo Sesani,1,354287.19168431184,354287.19168431184,245573.16802448165
Jalil Lespert,1,27062857.425909027,27062857.425909027,18758543.322664622
David Yarovesky,1,39598440.57901016,39598440.57901016,27447547.441911418
Elliott Hong,1,53345514.77674612,53345514.77674612,36976293.16302047
Jill Godmilow,1,2015847.8134683098,2015847.8134683098,1397279.2283434893
Phil Tippett,1,365505.21269513224,365505.21269513224,253348.90765959403
Billy Morrissette,1,660843.7537888199,660843.7537888199,458061.98472937115
Jane Schoenbrun,1,118454.49083662397,118454.49083662397,82106.39634806977
David Lean,1,79772353.14604427,79772353.14604427,55293981.669812866
Peter Delpeut,1,59647.318091042594,59647.318091042594,41344.37036276839
Peter Horton,1,5135198.3881233595,5135198.3881233595,3559448.284343682
Gérard Lauzier,1,373695.44804619823,373695.44804619823,259025.94620130782
Roxann Dawson,1,60121556.504676186,60121556.504676186,41673087.38209174
John Stevenson,1,109813163.12231837,109813163.12231837,76116684.40660433
Peter Mullan,1,35750534.91804335,35750534.91804335,24780382.481951624
Jez Butterworth,1,27822506.509294186,27822506.509294186,19285091.94302799
Tim Fywell,1,10906909.105336957,10906909.105336957,7560093.294987907
Tom Moore,1,1228435.5823540147,1228435.5823540147,851486.6604081998
Daniel Vigne,1,11755611.557222798,11755611.557222798,8148369.006646891
Erick Zonca,1,3227536.3069570553,3227536.3069570553,2237157.691322141
Bert Convy,1,977556.8553467154,977556.8553467154,677590.778120622
Scandar Copti,1,1891313.493719032,1891313.493719032,1310958.6157263268
Brendan Malloy,1,25433715.090638056,25433715.090638056,17629307.9062407
Evan Morgan,1,433122.3123437567,433122.3123437567,300217.509638679
Roger Vadim,1,1847725.2912256974,1847725.2912256974,1280745.576062396
Bob Hathcock,1,42233338.44107116,42233338.44107116,29273919.46606243
Marc Turtletaub,1,2743510.8065167437,2743510.8065167437,1901656.7803728224
Koratala Siva,1,3975524.6186446412,3975524.6186446412,2755623.680660185
Rob Pritts,1,43481976.73576511,43481976.73576511,30139409.579568718
David Prior,1,5647570.470675513,5647570.470675513,3914597.548762335
Thomas Purifoy,1,3402482.8769990206,3402482.8769990206,2358421.413095362
Jesse Vaughan,1,23377873.932729293,23377873.932729293,16204307.403957149
Tony Bancroft,1,568877239.4742823,568877239.4742823,394315654.6263236
Paul Grimault,1,619206.9733252428,619206.9733252428,429201.56774344924
Rohit Dhawan,1,3190476.0298836576,3190476.0298836576,2211469.464757945
Louie Psihoyos,1,1686485.3832578994,1686485.3832578994,1168982.5884607718
Shin Sang-ok,1,826692.1145538058,826692.1145538058,573019.3083941098
Ash Brannon,1,223381875.17495728,223381875.17495728,154836516.96571526
Myles Berkowitz,1,1012500.4446134969,1012500.4446134969,701811.8284995364
Jagan Shakti,1,6754219.91971274,6754219.91971274,4681668.494230705
Robert Scheerer,1,27733798.543689318,27733798.543689318,19223604.26677577
Bill Fishman,2,3430995.8526914925,1715497.9263457463,1884667.1030680968
Kevin Yagher,1,18132363.530732952,18132363.530732952,12568396.65821552
Francine McDougall,1,29117469.363195933,29117469.363195933,20182691.794139847
Sergio Arau,1,16222310.284499737,16222310.284499737,11244448.635869596
José Luis Cuerda,1,14152601.335882353,14152601.335882353,9809835.713555768
Pradeep Sarkar,1,2430779.3171326164,2430779.3171326164,1684887.8302339022
Chris Hegedus,1,3148543.7471259176,3148543.7471259176,2182404.2211899753
Ethan Wiley,1,20921440.14084507,20921440.14084507,14501637.246880425
Rob Schmidt,1,47445040.780706525,47445040.780706525,32886396.248698354
William Nicholson,1,1491202.0957258567,1491202.0957258567,1033622.5282974592
Kevin James Dobson,1,12054305.025472442,12054305.025472442,8355407.542015802
Josef Rusnak,1,33952669.51846339,33952669.51846339,23534197.149206493
Robert Stevenson,1,236276932.21095335,236276932.21095335,163774689.39337564
Roar Uthaug,1,333634902.95255005,333634902.95255005,231258092.31795102
Ellen Weissbrod,1,1810724.856143841,1810724.856143841,1255098.828805916
Charles E. Sellier Jr.,1,7306572.135899903,7306572.135899903,5064529.875556875
Shashanka Ghosh,1,1770559.10104927,1770559.10104927,1227258.0489070527
Rocky Lang,1,246528.49074193547,246528.49074193547,170880.52828547114
Jerzy Skolimowski,1,274593.0193064516,274593.0193064516,190333.37713370955
Audrey Diwan,1,1773727.2747315199,1773727.2747315199,1229454.0595624284
Adam Simon,2,7493818.07341706,3746909.03670853,4116400.312249581
Hype Williams,1,18019272.464907974,18019272.464907974,12490007.904792419
Jon Poll,1,7722529.657146163,7722529.657146163,5352849.658641424
Alexandre Rockwell,1,556518.7654882394,556518.7654882394,385749.4132268745
Bobby Roth,1,436231.207892204,436231.207892204,302372.43182274053
Angelo Pizzo,1,2887390.7441238393,2887390.7441238393,2001386.7534643216
Jessica Bendinger,1,48330404.46079365,48330404.46079365,33500083.587320924
Tim Hetherington,1,2007150.5048336205,2007150.5048336205,1391250.713384895
Eric Bress,1,156177794.1955638,156177794.1955638,108254197.71272643
Ettore Scola,1,930011.6589788733,930011.6589788733,644634.9593090833
Nick Park,1,66288904.37772742,66288904.37772742,45947967.171829574
Walter Murch,1,31540057.995371748,31540057.995371748,21861902.27418909
Dustin Hoffman,1,78991410.23369949,78991410.23369949,54752673.291942805
Jane Wagner,1,51237716.26453987,51237716.26453987,35515278.56709626
Joshua Z Weinstein,1,2439238.209978786,2439238.209978786,1690751.0879608833
Norman René,1,49294596.17307198,49294596.17307198,34168410.354205914
Connie Kaiserman,1,69503.19343065695,69503.19343065695,48175.942566372374
Aleksandr Sokurov,1,14721662.733296275,14721662.733296275,10204279.016738731
Tom Savini,1,13603759.99536343,13603759.99536343,9429407.885800336
Dana Brown,2,7691357.49828961,3845678.749144805,4224909.932080288
Francis Galluppi,1,94344.0,94344.0,65394.277602747476
Dominik Moll,1,27385175.414889667,27385175.414889667,18981957.127970304
Vic Armstrong,1,35274023.90423087,35274023.90423087,24450090.216221742
Halina Reijn,1,14503078.055526132,14503078.055526132,10052767.663628751
Milcho Manchevski,1,1570483.8636572203,1570483.8636572203,1088576.4622088918
Beto Gómez,1,12639032.566295752,12639032.566295752,8760709.78833323
Fisher Stevens,1,6732091.514185911,6732091.514185911,4666330.252329498
Moritz Mohr,1,3269468.0,3269468.0,2266222.526130963
Jeff Bleckner,1,806974.8152992958,806974.8152992958,559352.3180075896
Chris Nahon,1,110865843.34609826,110865843.34609826,76846346.73574857
Bob Smeaton,1,2122570.691891304,2122570.691891304,1471253.8906236298
Patricia Cardoso,1,13173475.08938299,13173475.08938299,9131157.116382493
Sergio Leone,1,16059543.257478343,16059543.257478343,11131627.130001593
Director X,1,25216008.637234323,25216008.637234323,17478405.2918742
Peter M. Cohen,1,8449214.821823463,8449214.821823463,5856549.431692233
Michael B. Jordan,1,276148615.0,276148615.0,191411633.9027838
Matt Piedmont,1,11210237.063268203,11210237.063268203,7770344.213812956
Brett Morgen,1,2388217.530768603,2388217.530768603,1655386.2480160915
Sam Pillsbury,1,6543098.606716511,6543098.606716511,4535330.351371256
Erik Skjoldbjærg,1,432029.4669034268,432029.4669034268,299460.0069029265
Jonathan Hensleigh,1,88233093.66707252,88233093.66707252,61158520.10741288
Steve Antin,1,125091836.13325016,125091836.13325016,86707053.52682903
Nagisa Ôshima,1,7270666.964096386,7270666.964096386,5039642.306953747
Bertrand Bonello,1,760979.0,760979.0,527470.4483153266
R.S. Prasanna,1,8749846.349828655,8749846.349828655,6064931.32771646
Michael Rymer,1,25626158.803769507,25626158.803769507,17762699.723414253
James Caan,1,14077417.291990291,14077417.291990291,9757722.10550889
